DATE/TIME,YEAR,MONTH,DAY,HOUR,MINUTE,WEATHER,DATE,WEATHERCOND
2017-02-06 17:00:00,2017,2,6,17,0,Snow,2017-02-06,Bad
2017-02-06 18:00:00,2017,2,6,18,0,Snow,2017-02-06,Bad
2017-02-06 19:00:00,2017,2,6,19,0,Snow,2017-02-06,Bad
2017-02-06 22:00:00,2017,2,6,22,0,Cloudy,2017-02-06,Good
2017-02-07 01:00:00,2017,2,7,1,0,Cloudy,2017-02-07,Good
2017-02-07 04:00:00,2017,2,7,4,0,Cloudy,2017-02-07,Good
2017-02-07 06:00:00,2017,2,7,6,0,Snow,2017-02-07,Bad
2017-02-07 07:00:00,2017,2,7,7,0,Mostly Cloudy,2017-02-07,Good
2017-02-07 10:00:00,2017,2,7,10,0,Mainly Clear,2017-02-07,Good
2017-02-07 13:00:00,2017,2,7,13,0,Mainly Clear,2017-02-07,Good
2017-02-07 16:00:00,2017,2,7,16,0,Mostly Cloudy,2017-02-07,Good
2017-02-07 19:00:00,2017,2,7,19,0,Mainly Clear,2017-02-07,Good
2017-02-07 22:00:00,2017,2,7,22,0,Mainly Clear,2017-02-07,Good
2017-02-08 01:00:00,2017,2,8,1,0,Mostly Cloudy,2017-02-08,Good
2017-02-08 04:00:00,2017,2,8,4,0,Cloudy,2017-02-08,Good
2017-02-08 07:00:00,2017,2,8,7,0,Cloudy,2017-02-08,Good
2017-02-08 10:00:00,2017,2,8,10,0,Cloudy,2017-02-08,Good
2017-02-08 12:00:00,2017,2,8,12,0,Snow,2017-02-08,Bad
2017-02-08 13:00:00,2017,2,8,13,0,Cloudy,2017-02-08,Good
2017-02-08 14:00:00,2017,2,8,14,0,Moderate Snow,2017-02-08,Bad
2017-02-08 15:00:00,2017,2,8,15,0,Snow,2017-02-08,Bad
2017-02-08 16:00:00,2017,2,8,16,0,Snow,2017-02-08,Bad
2017-02-08 17:00:00,2017,2,8,17,0,Snow,2017-02-08,Bad
2017-02-08 18:00:00,2017,2,8,18,0,Snow,2017-02-08,Bad
2017-02-08 19:00:00,2017,2,8,19,0,Snow,2017-02-08,Bad
2017-02-08 21:00:00,2017,2,8,21,0,Moderate Snow,2017-02-08,Bad
2017-02-08 22:00:00,2017,2,8,22,0,Snow,2017-02-08,Bad
2017-02-08 23:00:00,2017,2,8,23,0,"Freezing Rain,Fog",2017-02-08,Bad
2017-02-09 00:00:00,2017,2,9,0,0,"Freezing Rain,Fog",2017-02-09,Bad
2017-02-09 01:00:00,2017,2,9,1,0,"Freezing Rain,Fog",2017-02-09,Bad
2017-02-09 02:00:00,2017,2,9,2,0,"Freezing Rain,Fog",2017-02-09,Bad
2017-02-09 03:00:00,2017,2,9,3,0,"Rain,Fog",2017-02-09,Bad
2017-02-09 04:00:00,2017,2,9,4,0,"Rain,Fog",2017-02-09,Bad
2017-02-09 05:00:00,2017,2,9,5,0,"Rain,Fog",2017-02-09,Bad
2017-02-09 06:00:00,2017,2,9,6,0,"Rain,Fog",2017-02-09,Bad
2017-02-09 07:00:00,2017,2,9,7,0,Rain,2017-02-09,Bad
2017-02-09 08:00:00,2017,2,9,8,0,Rain,2017-02-09,Bad
2017-02-09 09:00:00,2017,2,9,9,0,"Rain,Fog",2017-02-09,Bad
2017-02-09 10:00:00,2017,2,9,10,0,"Moderate Rain,Fog",2017-02-09,Bad
2017-02-09 11:00:00,2017,2,9,11,0,"Heavy Rain,Fog",2017-02-09,Bad
2017-02-09 12:00:00,2017,2,9,12,0,"Rain,Fog",2017-02-09,Bad
2017-02-09 13:00:00,2017,2,9,13,0,"Drizzle,Fog",2017-02-09,Bad
2017-02-09 14:00:00,2017,2,9,14,0,Rain,2017-02-09,Bad
2017-02-09 16:00:00,2017,2,9,16,0,Cloudy,2017-02-09,Good
2017-02-09 19:00:00,2017,2,9,19,0,Cloudy,2017-02-09,Good
2017-02-09 20:00:00,2017,2,9,20,0,Rain,2017-02-09,Bad
2017-02-09 22:00:00,2017,2,9,22,0,Mostly Cloudy,2017-02-09,Good
2017-02-10 01:00:00,2017,2,10,1,0,Rain,2017-02-10,Bad
2017-02-10 02:00:00,2017,2,10,2,0,Rain,2017-02-10,Bad
2017-02-10 03:00:00,2017,2,10,3,0,Rain,2017-02-10,Bad
2017-02-10 04:00:00,2017,2,10,4,0,Mainly Clear,2017-02-10,Good
2017-02-10 07:00:00,2017,2,10,7,0,Cloudy,2017-02-10,Good
2017-02-10 09:00:00,2017,2,10,9,0,Rain,2017-02-10,Bad
2017-02-10 10:00:00,2017,2,10,10,0,Cloudy,2017-02-10,Good
2017-02-10 12:00:00,2017,2,10,12,0,Rain,2017-02-10,Bad
2017-02-10 13:00:00,2017,2,10,13,0,Rain Showers,2017-02-10,Bad
2017-02-10 16:00:00,2017,2,10,16,0,Cloudy,2017-02-10,Good
2017-02-10 19:00:00,2017,2,10,19,0,Mainly Clear,2017-02-10,Good
2017-02-10 22:00:00,2017,2,10,22,0,Mainly Clear,2017-02-10,Good
2017-02-11 01:00:00,2017,2,11,1,0,Mainly Clear,2017-02-11,Good
2017-02-11 04:00:00,2017,2,11,4,0,Mostly Cloudy,2017-02-11,Good
2017-02-11 07:00:00,2017,2,11,7,0,Cloudy,2017-02-11,Good
2017-02-11 10:00:00,2017,2,11,10,0,Cloudy,2017-02-11,Good
2017-02-11 13:00:00,2017,2,11,13,0,Cloudy,2017-02-11,Good
2017-02-11 16:00:00,2017,2,11,16,0,Cloudy,2017-02-11,Good
2017-02-11 19:00:00,2017,2,11,19,0,Mostly Cloudy,2017-02-11,Good
2017-02-11 22:00:00,2017,2,11,22,0,Cloudy,2017-02-11,Good
2017-02-12 01:00:00,2017,2,12,1,0,Mostly Cloudy,2017-02-12,Good
2017-02-12 04:00:00,2017,2,12,4,0,Cloudy,2017-02-12,Good
2017-02-12 07:00:00,2017,2,12,7,0,Cloudy,2017-02-12,Good
2017-02-12 10:00:00,2017,2,12,10,0,Mostly Cloudy,2017-02-12,Good
2017-02-12 13:00:00,2017,2,12,13,0,Mainly Clear,2017-02-12,Good
2017-02-12 16:00:00,2017,2,12,16,0,Mostly Cloudy,2017-02-12,Good
2017-02-12 19:00:00,2017,2,12,19,0,Mainly Clear,2017-02-12,Good
2017-02-12 22:00:00,2017,2,12,22,0,Mostly Cloudy,2017-02-12,Good
2017-02-13 01:00:00,2017,2,13,1,0,Mainly Clear,2017-02-13,Good
2017-02-13 04:00:00,2017,2,13,4,0,Mainly Clear,2017-02-13,Good
2017-02-13 07:00:00,2017,2,13,7,0,Mainly Clear,2017-02-13,Good
2017-02-13 10:00:00,2017,2,13,10,0,Mainly Clear,2017-02-13,Good
2017-02-13 13:00:00,2017,2,13,13,0,Mainly Clear,2017-02-13,Good
2017-02-13 16:00:00,2017,2,13,16,0,Clear,2017-02-13,Good
2017-02-13 19:00:00,2017,2,13,19,0,Mainly Clear,2017-02-13,Good
2017-02-13 22:00:00,2017,2,13,22,0,Clear,2017-02-13,Good
2017-02-14 01:00:00,2017,2,14,1,0,Mainly Clear,2017-02-14,Good
2017-02-14 04:00:00,2017,2,14,4,0,Mainly Clear,2017-02-14,Good
2017-02-14 07:00:00,2017,2,14,7,0,Cloudy,2017-02-14,Good
2017-02-14 10:00:00,2017,2,14,10,0,Cloudy,2017-02-14,Good
2017-02-14 13:00:00,2017,2,14,13,0,Cloudy,2017-02-14,Good
2017-02-14 16:00:00,2017,2,14,16,0,Cloudy,2017-02-14,Good
2017-02-14 18:00:00,2017,2,14,18,0,Rain,2017-02-14,Bad
2017-02-14 19:00:00,2017,2,14,19,0,Rain,2017-02-14,Bad
2017-02-14 20:00:00,2017,2,14,20,0,Rain,2017-02-14,Bad
2017-02-14 21:00:00,2017,2,14,21,0,Rain,2017-02-14,Bad
2017-02-14 22:00:00,2017,2,14,22,0,Rain,2017-02-14,Bad
2017-02-14 23:00:00,2017,2,14,23,0,Rain,2017-02-14,Bad
2017-02-15 00:00:00,2017,2,15,0,0,Rain,2017-02-15,Bad
2017-02-15 01:00:00,2017,2,15,1,0,Rain,2017-02-15,Bad
2017-02-15 02:00:00,2017,2,15,2,0,Rain,2017-02-15,Bad
2017-02-15 03:00:00,2017,2,15,3,0,Rain,2017-02-15,Bad
2017-02-15 04:00:00,2017,2,15,4,0,Moderate Rain,2017-02-15,Bad
2017-02-15 05:00:00,2017,2,15,5,0,Moderate Rain,2017-02-15,Bad
2017-02-15 06:00:00,2017,2,15,6,0,Rain,2017-02-15,Bad
2017-02-15 07:00:00,2017,2,15,7,0,Cloudy,2017-02-15,Good
2017-02-15 10:00:00,2017,2,15,10,0,Cloudy,2017-02-15,Good
2017-02-15 11:00:00,2017,2,15,11,0,Rain,2017-02-15,Bad
2017-02-15 12:00:00,2017,2,15,12,0,"Rain,Fog",2017-02-15,Bad
2017-02-15 13:00:00,2017,2,15,13,0,Rain,2017-02-15,Bad
2017-02-15 14:00:00,2017,2,15,14,0,Rain,2017-02-15,Bad
2017-02-15 15:00:00,2017,2,15,15,0,Rain,2017-02-15,Bad
2017-02-15 16:00:00,2017,2,15,16,0,Moderate Rain,2017-02-15,Bad
2017-02-15 17:00:00,2017,2,15,17,0,Rain,2017-02-15,Bad
2017-02-15 18:00:00,2017,2,15,18,0,Rain,2017-02-15,Bad
2017-02-15 19:00:00,2017,2,15,19,0,Cloudy,2017-02-15,Good
2017-02-15 21:00:00,2017,2,15,21,0,Rain,2017-02-15,Bad
2017-02-15 22:00:00,2017,2,15,22,0,Cloudy,2017-02-15,Good
2017-02-15 23:00:00,2017,2,15,23,0,Rain,2017-02-15,Bad
2017-02-16 00:00:00,2017,2,16,0,0,Rain,2017-02-16,Bad
2017-02-16 01:00:00,2017,2,16,1,0,Cloudy,2017-02-16,Good
2017-02-16 02:00:00,2017,2,16,2,0,Rain,2017-02-16,Bad
2017-02-16 04:00:00,2017,2,16,4,0,Cloudy,2017-02-16,Good
2017-02-16 07:00:00,2017,2,16,7,0,Cloudy,2017-02-16,Good
2017-02-16 10:00:00,2017,2,16,10,0,Mostly Cloudy,2017-02-16,Good
2017-02-16 13:00:00,2017,2,16,13,0,Mostly Cloudy,2017-02-16,Good
2017-02-16 16:00:00,2017,2,16,16,0,Mostly Cloudy,2017-02-16,Good
2017-02-16 19:00:00,2017,2,16,19,0,Mostly Cloudy,2017-02-16,Good
2017-02-16 22:00:00,2017,2,16,22,0,Mostly Cloudy,2017-02-16,Good
2017-02-17 01:00:00,2017,2,17,1,0,Mostly Cloudy,2017-02-17,Good
2017-02-17 04:00:00,2017,2,17,4,0,Cloudy,2017-02-17,Good
2017-02-17 07:00:00,2017,2,17,7,0,Rain Showers,2017-02-17,Bad
2017-02-17 08:00:00,2017,2,17,8,0,"Rain Showers,Fog",2017-02-17,Bad
2017-02-17 09:00:00,2017,2,17,9,0,Rain Showers,2017-02-17,Bad
2017-02-17 10:00:00,2017,2,17,10,0,Mostly Cloudy,2017-02-17,Good
2017-02-17 13:00:00,2017,2,17,13,0,Mostly Cloudy,2017-02-17,Good
2017-02-17 16:00:00,2017,2,17,16,0,Mainly Clear,2017-02-17,Good
2017-02-17 19:00:00,2017,2,17,19,0,Mainly Clear,2017-02-17,Good
2017-02-17 22:00:00,2017,2,17,22,0,Mostly Cloudy,2017-02-17,Good
2017-02-18 01:00:00,2017,2,18,1,0,Cloudy,2017-02-18,Good
2017-02-18 04:00:00,2017,2,18,4,0,Cloudy,2017-02-18,Good
2017-02-18 07:00:00,2017,2,18,7,0,Rain Showers,2017-02-18,Bad
2017-02-18 08:00:00,2017,2,18,8,0,Rain,2017-02-18,Bad
2017-02-18 09:00:00,2017,2,18,9,0,Rain,2017-02-18,Bad
2017-02-18 10:00:00,2017,2,18,10,0,Rain,2017-02-18,Bad
2017-02-18 12:00:00,2017,2,18,12,0,Rain,2017-02-18,Bad
2017-02-18 13:00:00,2017,2,18,13,0,Rain,2017-02-18,Bad
2017-02-18 14:00:00,2017,2,18,14,0,Rain,2017-02-18,Bad
2017-02-18 15:00:00,2017,2,18,15,0,Rain,2017-02-18,Bad
2017-02-18 16:00:00,2017,2,18,16,0,Rain,2017-02-18,Bad
2017-02-18 19:00:00,2017,2,18,19,0,Cloudy,2017-02-18,Good
2017-02-18 22:00:00,2017,2,18,22,0,Cloudy,2017-02-18,Good
2017-02-18 23:00:00,2017,2,18,23,0,Rain,2017-02-18,Bad
2017-02-19 00:00:00,2017,2,19,0,0,Rain,2017-02-19,Bad
2017-02-19 01:00:00,2017,2,19,1,0,"Rain,Fog",2017-02-19,Bad
2017-02-19 02:00:00,2017,2,19,2,0,"Rain,Fog",2017-02-19,Bad
2017-02-19 04:00:00,2017,2,19,4,0,Cloudy,2017-02-19,Good
2017-02-19 07:00:00,2017,2,19,7,0,Cloudy,2017-02-19,Good
2017-02-19 08:00:00,2017,2,19,8,0,Rain Showers,2017-02-19,Bad
2017-02-19 09:00:00,2017,2,19,9,0,Rain Showers,2017-02-19,Bad
2017-02-19 10:00:00,2017,2,19,10,0,Rain Showers,2017-02-19,Bad
2017-02-19 12:00:00,2017,2,19,12,0,Rain Showers,2017-02-19,Bad
2017-02-19 13:00:00,2017,2,19,13,0,Rain Showers,2017-02-19,Bad
2017-02-19 14:00:00,2017,2,19,14,0,Rain Showers,2017-02-19,Bad
2017-02-19 16:00:00,2017,2,19,16,0,Cloudy,2017-02-19,Good
2017-02-19 19:00:00,2017,2,19,19,0,Cloudy,2017-02-19,Good
2017-02-19 20:00:00,2017,2,19,20,0,Rain,2017-02-19,Bad
2017-02-19 22:00:00,2017,2,19,22,0,Mostly Cloudy,2017-02-19,Good
2017-02-20 01:00:00,2017,2,20,1,0,Rain,2017-02-20,Bad
2017-02-20 02:00:00,2017,2,20,2,0,Rain,2017-02-20,Bad
2017-02-20 03:00:00,2017,2,20,3,0,Rain,2017-02-20,Bad
2017-02-20 04:00:00,2017,2,20,4,0,Cloudy,2017-02-20,Good
2017-02-20 07:00:00,2017,2,20,7,0,Mostly Cloudy,2017-02-20,Good
2017-02-20 10:00:00,2017,2,20,10,0,Mostly Cloudy,2017-02-20,Good
2017-02-20 13:00:00,2017,2,20,13,0,Mostly Cloudy,2017-02-20,Good
2017-02-20 16:00:00,2017,2,20,16,0,Cloudy,2017-02-20,Good
2017-02-20 19:00:00,2017,2,20,19,0,Mostly Cloudy,2017-02-20,Good
2017-02-20 22:00:00,2017,2,20,22,0,Cloudy,2017-02-20,Good
2017-02-21 01:00:00,2017,2,21,1,0,Mostly Cloudy,2017-02-21,Good
2017-02-21 04:00:00,2017,2,21,4,0,Cloudy,2017-02-21,Good
2017-02-21 07:00:00,2017,2,21,7,0,Mostly Cloudy,2017-02-21,Good
2017-02-21 10:00:00,2017,2,21,10,0,Mostly Cloudy,2017-02-21,Good
2017-02-21 13:00:00,2017,2,21,13,0,Mostly Cloudy,2017-02-21,Good
2017-02-21 16:00:00,2017,2,21,16,0,Mostly Cloudy,2017-02-21,Good
2017-02-21 19:00:00,2017,2,21,19,0,Mostly Cloudy,2017-02-21,Good
2017-02-21 21:00:00,2017,2,21,21,0,"Rain,Ice Pellets",2017-02-21,Bad
2017-02-21 22:00:00,2017,2,21,22,0,Mostly Cloudy,2017-02-21,Good
2017-02-22 01:00:00,2017,2,22,1,0,Mainly Clear,2017-02-22,Good
2017-02-22 04:00:00,2017,2,22,4,0,Mostly Cloudy,2017-02-22,Good
2017-02-22 07:00:00,2017,2,22,7,0,Mostly Cloudy,2017-02-22,Good
2017-02-22 10:00:00,2017,2,22,10,0,Mostly Cloudy,2017-02-22,Good
2017-02-22 13:00:00,2017,2,22,13,0,Mainly Clear,2017-02-22,Good
2017-02-22 16:00:00,2017,2,22,16,0,Mainly Clear,2017-02-22,Good
2017-02-22 19:00:00,2017,2,22,19,0,Mainly Clear,2017-02-22,Good
2017-02-22 22:00:00,2017,2,22,22,0,Mainly Clear,2017-02-22,Good
2017-02-23 01:00:00,2017,2,23,1,0,Mostly Cloudy,2017-02-23,Good
2017-02-23 04:00:00,2017,2,23,4,0,Mostly Cloudy,2017-02-23,Good
2017-02-23 07:00:00,2017,2,23,7,0,Mostly Cloudy,2017-02-23,Good
2017-02-23 10:00:00,2017,2,23,10,0,Mostly Cloudy,2017-02-23,Good
2017-02-23 13:00:00,2017,2,23,13,0,Mainly Clear,2017-02-23,Good
2017-02-23 16:00:00,2017,2,23,16,0,Mainly Clear,2017-02-23,Good
2017-02-23 19:00:00,2017,2,23,19,0,Mostly Cloudy,2017-02-23,Good
2017-02-23 22:00:00,2017,2,23,22,0,Cloudy,2017-02-23,Good
2017-02-24 01:00:00,2017,2,24,1,0,Mostly Cloudy,2017-02-24,Good
2017-02-24 04:00:00,2017,2,24,4,0,Cloudy,2017-02-24,Good
2017-02-24 07:00:00,2017,2,24,7,0,Cloudy,2017-02-24,Good
2017-02-24 10:00:00,2017,2,24,10,0,Cloudy,2017-02-24,Good
2017-02-24 13:00:00,2017,2,24,13,0,Mostly Cloudy,2017-02-24,Good
2017-02-24 16:00:00,2017,2,24,16,0,Mainly Clear,2017-02-24,Good
2017-02-24 19:00:00,2017,2,24,19,0,Clear,2017-02-24,Good
2017-02-24 22:00:00,2017,2,24,22,0,Mainly Clear,2017-02-24,Good
2017-02-25 01:00:00,2017,2,25,1,0,Mainly Clear,2017-02-25,Good
2017-02-25 04:00:00,2017,2,25,4,0,Mainly Clear,2017-02-25,Good
2017-02-25 07:00:00,2017,2,25,7,0,Mainly Clear,2017-02-25,Good
2017-02-25 10:00:00,2017,2,25,10,0,Cloudy,2017-02-25,Good
2017-02-25 13:00:00,2017,2,25,13,0,Cloudy,2017-02-25,Good
2017-02-25 16:00:00,2017,2,25,16,0,Cloudy,2017-02-25,Good
2017-02-25 19:00:00,2017,2,25,19,0,Rain Showers,2017-02-25,Bad
2017-02-25 20:00:00,2017,2,25,20,0,Rain Showers,2017-02-25,Bad
2017-02-25 21:00:00,2017,2,25,21,0,Rain Showers,2017-02-25,Bad
2017-02-25 22:00:00,2017,2,25,22,0,Cloudy,2017-02-25,Good
2017-02-25 23:00:00,2017,2,25,23,0,Rain Showers,2017-02-25,Bad
2017-02-26 00:00:00,2017,2,26,0,0,"Rain,Snow",2017-02-26,Bad
2017-02-26 01:00:00,2017,2,26,1,0,"Rain,Snow",2017-02-26,Bad
2017-02-26 02:00:00,2017,2,26,2,0,Rain,2017-02-26,Bad
2017-02-26 03:00:00,2017,2,26,3,0,Rain,2017-02-26,Bad
2017-02-26 04:00:00,2017,2,26,4,0,Rain,2017-02-26,Bad
2017-02-26 07:00:00,2017,2,26,7,0,Cloudy,2017-02-26,Good
2017-02-26 10:00:00,2017,2,26,10,0,Cloudy,2017-02-26,Good
2017-02-26 13:00:00,2017,2,26,13,0,Mainly Clear,2017-02-26,Good
2017-02-26 16:00:00,2017,2,26,16,0,Mainly Clear,2017-02-26,Good
2017-02-26 19:00:00,2017,2,26,19,0,Mainly Clear,2017-02-26,Good
2017-02-26 22:00:00,2017,2,26,22,0,Mainly Clear,2017-02-26,Good
2017-02-27 01:00:00,2017,2,27,1,0,Mainly Clear,2017-02-27,Good
2017-02-27 04:00:00,2017,2,27,4,0,Cloudy,2017-02-27,Good
2017-02-27 05:00:00,2017,2,27,5,0,Snow Showers,2017-02-27,Bad
2017-02-27 07:00:00,2017,2,27,7,0,Cloudy,2017-02-27,Good
2017-02-27 08:00:00,2017,2,27,8,0,Snow Showers,2017-02-27,Bad
2017-02-27 09:00:00,2017,2,27,9,0,Snow Showers,2017-02-27,Bad
2017-02-27 10:00:00,2017,2,27,10,0,Snow,2017-02-27,Bad
2017-02-27 13:00:00,2017,2,27,13,0,Cloudy,2017-02-27,Good
2017-02-27 16:00:00,2017,2,27,16,0,Mainly Clear,2017-02-27,Good
2017-02-27 19:00:00,2017,2,27,19,0,Mainly Clear,2017-02-27,Good
2017-02-27 22:00:00,2017,2,27,22,0,Mainly Clear,2017-02-27,Good
2017-02-28 01:00:00,2017,2,28,1,0,Mostly Cloudy,2017-02-28,Good
2017-02-28 04:00:00,2017,2,28,4,0,Mostly Cloudy,2017-02-28,Good
2017-02-28 07:00:00,2017,2,28,7,0,Snow Showers,2017-02-28,Bad
2017-02-28 08:00:00,2017,2,28,8,0,Snow,2017-02-28,Bad
2017-02-28 09:00:00,2017,2,28,9,0,Snow,2017-02-28,Bad
2017-02-28 10:00:00,2017,2,28,10,0,Mostly Cloudy,2017-02-28,Good
2017-02-28 13:00:00,2017,2,28,13,0,Mostly Cloudy,2017-02-28,Good
2017-02-28 16:00:00,2017,2,28,16,0,Rain,2017-02-28,Bad
2017-02-28 19:00:00,2017,2,28,19,0,Cloudy,2017-02-28,Good
2017-02-28 20:00:00,2017,2,28,20,0,Rain,2017-02-28,Bad
2017-02-28 22:00:00,2017,2,28,22,0,Cloudy,2017-02-28,Good
2017-03-01 01:00:00,2017,3,1,1,0,Cloudy,2017-03-01,Good
2017-03-01 04:00:00,2017,3,1,4,0,Cloudy,2017-03-01,Good
2017-03-01 05:00:00,2017,3,1,5,0,Rain Showers,2017-03-01,Bad
2017-03-01 07:00:00,2017,3,1,7,0,Cloudy,2017-03-01,Good
2017-03-01 10:00:00,2017,3,1,10,0,Cloudy,2017-03-01,Good
2017-03-01 13:00:00,2017,3,1,13,0,Cloudy,2017-03-01,Good
2017-03-01 16:00:00,2017,3,1,16,0,Cloudy,2017-03-01,Good
2017-03-01 19:00:00,2017,3,1,19,0,Rain Showers,2017-03-01,Bad
2017-03-01 20:00:00,2017,3,1,20,0,Rain Showers,2017-03-01,Bad
2017-03-01 21:00:00,2017,3,1,21,0,Rain Showers,2017-03-01,Bad
2017-03-01 22:00:00,2017,3,1,22,0,Cloudy,2017-03-01,Good
2017-03-02 01:00:00,2017,3,2,1,0,Cloudy,2017-03-02,Good
2017-03-02 04:00:00,2017,3,2,4,0,Rain,2017-03-02,Bad
2017-03-02 05:00:00,2017,3,2,5,0,Rain,2017-03-02,Bad
2017-03-02 07:00:00,2017,3,2,7,0,Cloudy,2017-03-02,Good
2017-03-02 09:00:00,2017,3,2,9,0,Rain,2017-03-02,Bad
2017-03-02 10:00:00,2017,3,2,10,0,Rain,2017-03-02,Bad
2017-03-02 11:00:00,2017,3,2,11,0,Rain,2017-03-02,Bad
2017-03-02 13:00:00,2017,3,2,13,0,Rain,2017-03-02,Bad
2017-03-02 16:00:00,2017,3,2,16,0,Rain,2017-03-02,Bad
2017-03-02 17:00:00,2017,3,2,17,0,Rain,2017-03-02,Bad
2017-03-02 18:00:00,2017,3,2,18,0,Rain,2017-03-02,Bad
2017-03-02 19:00:00,2017,3,2,19,0,Rain,2017-03-02,Bad
2017-03-02 20:00:00,2017,3,2,20,0,Rain,2017-03-02,Bad
2017-03-02 21:00:00,2017,3,2,21,0,Rain,2017-03-02,Bad
2017-03-02 22:00:00,2017,3,2,22,0,Cloudy,2017-03-02,Good
2017-03-02 23:00:00,2017,3,2,23,0,Rain,2017-03-02,Bad
2017-03-03 00:00:00,2017,3,3,0,0,Rain,2017-03-03,Bad
2017-03-03 01:00:00,2017,3,3,1,0,Rain,2017-03-03,Bad
2017-03-03 02:00:00,2017,3,3,2,0,Rain,2017-03-03,Bad
2017-03-03 03:00:00,2017,3,3,3,0,Rain,2017-03-03,Bad
2017-03-03 04:00:00,2017,3,3,4,0,Cloudy,2017-03-03,Good
2017-03-03 07:00:00,2017,3,3,7,0,Rain,2017-03-03,Bad
2017-03-03 10:00:00,2017,3,3,10,0,Cloudy,2017-03-03,Good
2017-03-03 11:00:00,2017,3,3,11,0,Rain,2017-03-03,Bad
2017-03-03 12:00:00,2017,3,3,12,0,Rain,2017-03-03,Bad
2017-03-03 13:00:00,2017,3,3,13,0,Rain,2017-03-03,Bad
2017-03-03 14:00:00,2017,3,3,14,0,Rain,2017-03-03,Bad
2017-03-03 15:00:00,2017,3,3,15,0,Rain,2017-03-03,Bad
2017-03-03 16:00:00,2017,3,3,16,0,Rain,2017-03-03,Bad
2017-03-03 19:00:00,2017,3,3,19,0,Mostly Cloudy,2017-03-03,Good
2017-03-03 22:00:00,2017,3,3,22,0,Cloudy,2017-03-03,Good
2017-03-04 01:00:00,2017,3,4,1,0,Cloudy,2017-03-04,Good
2017-03-04 04:00:00,2017,3,4,4,0,Cloudy,2017-03-04,Good
2017-03-04 06:00:00,2017,3,4,6,0,Rain,2017-03-04,Bad
2017-03-04 07:00:00,2017,3,4,7,0,Mainly Clear,2017-03-04,Good
2017-03-04 10:00:00,2017,3,4,10,0,Mostly Cloudy,2017-03-04,Good
2017-03-04 13:00:00,2017,3,4,13,0,Mostly Cloudy,2017-03-04,Good
2017-03-04 16:00:00,2017,3,4,16,0,Mostly Cloudy,2017-03-04,Good
2017-03-04 19:00:00,2017,3,4,19,0,Cloudy,2017-03-04,Good
2017-03-04 22:00:00,2017,3,4,22,0,Cloudy,2017-03-04,Good
2017-03-05 01:00:00,2017,3,5,1,0,Cloudy,2017-03-05,Good
2017-03-05 02:00:00,2017,3,5,2,0,Snow,2017-03-05,Bad
2017-03-05 03:00:00,2017,3,5,3,0,Snow Showers,2017-03-05,Bad
2017-03-05 04:00:00,2017,3,5,4,0,Snow,2017-03-05,Bad
2017-03-05 05:00:00,2017,3,5,5,0,Moderate Snow,2017-03-05,Bad
2017-03-05 06:00:00,2017,3,5,6,0,Snow,2017-03-05,Bad
2017-03-05 07:00:00,2017,3,5,7,0,"Rain Showers,Snow Showers,Fog",2017-03-05,Bad
2017-03-05 08:00:00,2017,3,5,8,0,Snow Showers,2017-03-05,Bad
2017-03-05 10:00:00,2017,3,5,10,0,Cloudy,2017-03-05,Good
2017-03-05 12:00:00,2017,3,5,12,0,Rain Showers,2017-03-05,Bad
2017-03-05 13:00:00,2017,3,5,13,0,Mostly Cloudy,2017-03-05,Good
2017-03-05 14:00:00,2017,3,5,14,0,Rain Showers,2017-03-05,Bad
2017-03-05 15:00:00,2017,3,5,15,0,Rain Showers,2017-03-05,Bad
2017-03-05 16:00:00,2017,3,5,16,0,"Rain Showers,Snow Pellets",2017-03-05,Bad
2017-03-05 18:00:00,2017,3,5,18,0,Rain Showers,2017-03-05,Bad
2017-03-05 19:00:00,2017,3,5,19,0,Rain Showers,2017-03-05,Bad
2017-03-05 20:00:00,2017,3,5,20,0,Rain Showers,2017-03-05,Bad
2017-03-05 22:00:00,2017,3,5,22,0,Cloudy,2017-03-05,Good
2017-03-06 01:00:00,2017,3,6,1,0,Rain,2017-03-06,Bad
2017-03-06 02:00:00,2017,3,6,2,0,Rain,2017-03-06,Bad
2017-03-06 04:00:00,2017,3,6,4,0,Mostly Cloudy,2017-03-06,Good
2017-03-06 07:00:00,2017,3,6,7,0,Mostly Cloudy,2017-03-06,Good
2017-03-06 10:00:00,2017,3,6,10,0,Mostly Cloudy,2017-03-06,Good
2017-03-06 13:00:00,2017,3,6,13,0,Mostly Cloudy,2017-03-06,Good
2017-03-06 16:00:00,2017,3,6,16,0,Mainly Clear,2017-03-06,Good
2017-03-06 19:00:00,2017,3,6,19,0,Cloudy,2017-03-06,Good
2017-03-06 22:00:00,2017,3,6,22,0,Cloudy,2017-03-06,Good
2017-03-07 00:00:00,2017,3,7,0,0,"Rain,Snow",2017-03-07,Bad
2017-03-07 01:00:00,2017,3,7,1,0,Rain,2017-03-07,Bad
2017-03-07 03:00:00,2017,3,7,3,0,Rain,2017-03-07,Bad
2017-03-07 04:00:00,2017,3,7,4,0,Cloudy,2017-03-07,Good
2017-03-07 07:00:00,2017,3,7,7,0,Cloudy,2017-03-07,Good
2017-03-07 09:00:00,2017,3,7,9,0,Rain Showers,2017-03-07,Bad
2017-03-07 10:00:00,2017,3,7,10,0,"Rain Showers,Snow Showers",2017-03-07,Bad
